code	desc
053.19	herpes zoster with other nervous system complications
053.20	herpes zoster dermatitis of eyelid
053.29	herpes zoster with other ophthalmic complications
053.71	otitis externa due to herpes zoster
053.79	herpes zoster with other specified complications
053.9	herpes zoster without mention of complication
054.0	eczema herpeticum
054.10	genital herpes, unspecified
054.12	herpetic ulceration of vulva
054.13	herpetic infection of penis
054.19	other genital herpes
054.2	herpetic gingivostomatitis
054.3	herpetic meningoencephalitis
054.40	herpes simplex with unspecified ophthalmic complication
054.43	herpes simplex disciform keratitis
054.5	herpetic septicemia
054.71	visceral herpes simplex
054.72	herpes simplex meningitis
054.79	herpes simplex with other specified complications
054.9	herpes simplex without mention of complication
057.8	other specified viral exanthemata
057.9	viral exanthem, unspecified
058.21	human herpesvirus 6 encephalitis
058.29	other human herpesvirus encephalitis
058.81	human herpesvirus 6 infection
058.89	other human herpesvirus infection
062.2	eastern equine encephalitis
066.41	west nile fever with encephalitis
066.42	west nile fever with other neurologic manifestation
070.0	viral hepatitis a with hepatic coma
070.1	viral hepatitis a without mention of hepatic coma
070.20	viral hepatitis b with hepatic coma, acute or unspecified, without mention of hepatitis delta
070.22	chronic viral hepatitis b with hepatic coma without hepatitis delta
070.30	viral hepatitis b without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta
070.31	viral hepatitis b without mention of hepatic coma, acute or unspecified, with hepatitis delta
070.32	chronic viral hepatitis b without mention of hepatic coma without mention of hepatitis delta
070.33	chronic viral hepatitis b without mention of hepatic coma with hepatitis delta
070.41	acute hepatitis c with hepatic coma
070.44	chronic hepatitis c with hepatic coma
070.49	other specified viral hepatitis with hepatic coma
070.51	acute hepatitis c without mention of hepatic coma
070.52	hepatitis delta without mention of active hepatitis b disease or hepatic coma
070.53	hepatitis e without mention of hepatic coma
070.54	chronic hepatitis c without mention of hepatic coma
070.59	other specified viral hepatitis without mention of hepatic coma
070.70	unspecified viral hepatitis c without hepatic coma
070.71	unspecified viral hepatitis c with hepatic coma
070.9	unspecified viral hepatitis without mention of hepatic coma
075	infectious mononucleosis
077.8	other viral conjunctivitis
077.99	unspecified diseases of conjunctiva due to viruses
078.0	molluscum contagiosum
078.10	viral warts, unspecified
078.11	condyloma acuminatum
078.19	other specified viral warts
078.5	cytomegaloviral disease
078.89	other specified diseases due to viruses
079.0	adenovirus infection in conditions classified elsewhere and of unspecified site
079.3	rhinovirus infection in conditions classified elsewhere and of unspecified site
079.4	human papillomavirus in conditions classified elsewhere and of unspecified site
079.51	human t-cell lymphotrophic virus, type i [htlv-i]
079.53	human immunodeficiency virus, type 2 [hiv-2]
079.6	respiratory syncytial virus (rsv)
079.83	parvovirus b19
079.89	other specified viral infection
079.98	unspecified chlamydial infection
079.99	unspecified viral infection
082.40	ehrlichiosis, unspecified
082.49	other ehrlichiosis
083.9	rickettsiosis, unspecified
084.0	falciparum malaria [malignant tertian]
084.4	other malaria
084.6	malaria, unspecified
084.9	other pernicious complications of malaria
085.9	leishmaniasis, unspecified
086.0	chagas' disease with heart involvement
088.0	bartonellosis
088.81	lyme disease
088.82	babesiosis
090.2	early congenital syphilis, unspecified
091.2	other primary syphilis
091.52	syphilitic iridocyclitis (secondary)
091.81	acute syphilitic meningitis (secondary)
091.9	unspecified secondary syphilis
093.1	syphilitic aortitis
094.0	tabes dorsalis
094.9	neurosyphilis, unspecified
096	late syphilis, latent
097.0	late syphilis, unspecified
097.1	latent syphilis, unspecified
097.9	syphilis, unspecified
098.0	gonococcal infection (acute) of lower genitourinary tract
099.3	reiter's disease
110.0	dermatophytosis of scalp and beard
110.1	dermatophytosis of nail
110.3	dermatophytosis of groin and perianal area
110.4	dermatophytosis of foot
110.5	dermatophytosis of the body
110.6	deep seated dermatophytosis
110.8	dermatophytosis of other specified sites
110.9	dermatophytosis of unspecified site
111.0	pityriasis versicolor
111.8	other specified dermatomycoses
111.9	dermatomycosis, unspecified
112.0	candidiasis of mouth
112.1	candidiasis of vulva and vagina
112.2	candidiasis of other urogenital sites
112.3	candidiasis of skin and nails
112.4	candidiasis of lung
112.5	disseminated candidiasis
112.81	candidal endocarditis
112.83	candidal meningitis
112.84	candidal esophagitis
112.85	candidal enteritis
112.89	other candidiasis of other specified sites
112.9	candidiasis of unspecified site
114.0	primary coccidioidomycosis (pulmonary)
114.9	coccidioidomycosis, unspecified
115.05	infection by histoplasma capsulatum, pneumonia
115.19	infection by histoplasma duboisii, other
115.90	histoplasmosis, unspecified, without mention of manifestation
115.99	histoplasmosis, unspecified, other
116.0	blastomycosis
117.3	aspergillosis
117.4	mycotic mycetomas
117.5	cryptococcosis
117.7	zygomycosis [phycomycosis or mucormycosis]
117.9	other and unspecified mycoses
118	opportunistic mycoses
120.8	other specified schistosomiasis
120.9	schistosomiasis, unspecified
121.1	clonorchiasis
122.8	echinococcosis, unspecified, of liver
123.1	cysticercosis
125.1	malayan filariasis
127.0	ascariasis
127.2	strongyloidiasis
127.3	trichuriasis
130.0	meningoencephalitis due to toxoplasmosis
130.7	toxoplasmosis of other specified sites
130.8	multisystemic disseminated toxoplasmosis
130.9	toxoplasmosis, unspecified
131.01	trichomonal vulvovaginitis
131.02	trichomonal urethritis
131.09	other urogenital trichomoniasis
132.0	pediculus capitis [head louse]
132.9	pediculosis, unspecified
133.0	scabies
134.8	other specified infestations
135	sarcoidosis
136.1	behcet's syndrome
136.3	pneumocystosis
136.9	unspecified infectious and parasitic diseases
137.0	late effects of respiratory or unspecified tuberculosis
137.3	late effects of tuberculosis of bones and joints
138	late effects of acute poliomyelitis
139.0	late effects of viral encephalitis
139.8	late effects of other and unspecified infectious and parasitic diseases
140.0	malignant neoplasm of upper lip, vermilion border
140.1	malignant neoplasm of lower lip, vermilion border
140.9	malignant neoplasm of lip, unspecified, vermilion border
141.0	malignant neoplasm of base of tongue
141.4	malignant neoplasm of anterior two-thirds of tongue, part unspecified
141.8	malignant neoplasm of other sites of tongue
141.9	malignant neoplasm of tongue, unspecified
142.0	malignant neoplasm of parotid gland
142.9	malignant neoplasm of salivary gland, unspecified
143.0	malignant neoplasm of upper gum
143.1	malignant neoplasm of lower gum
144.0	malignant neoplasm of anterior portion of floor of mouth
144.8	malignant neoplasm of other sites of floor of mouth
144.9	malignant neoplasm of floor of mouth, part unspecified
145.0	malignant neoplasm of cheek mucosa
145.2	malignant neoplasm of hard palate
145.3	malignant neoplasm of soft palate
145.5	malignant neoplasm of palate, unspecified
145.8	malignant neoplasm of other specified parts of mouth
146.0	malignant neoplasm of tonsil
146.1	malignant neoplasm of tonsillar fossa
146.3	malignant neoplasm of vallecula epiglottica
146.4	malignant neoplasm of anterior aspect of epiglottis
146.7	malignant neoplasm of posterior wall of oropharynx
146.8	malignant neoplasm of other specified sites of oropharynx
146.9	malignant neoplasm of oropharynx, unspecified site
147.1	malignant neoplasm of posterior wall of nasopharynx
147.8	malignant neoplasm of other specified sites of nasopharynx
147.9	malignant neoplasm of nasopharynx, unspecified site
148.1	malignant neoplasm of pyriform sinus
148.8	malignant neoplasm of other specified sites of hypopharynx
148.9	malignant neoplasm of hypopharynx, unspecified site
149.0	malignant neoplasm of pharynx, unspecified
149.8	malignant neoplasm of other sites within the lip and oral cavity
150.0	malignant neoplasm of cervical esophagus
150.1	malignant neoplasm of thoracic esophagus
150.3	malignant neoplasm of upper third of esophagus
150.4	malignant neoplasm of middle third of esophagus
150.5	malignant neoplasm of lower third of esophagus
150.8	malignant neoplasm of other specified part of esophagus
150.9	malignant neoplasm of esophagus, unspecified site
151.0	malignant neoplasm of cardia
151.1	malignant neoplasm of pylorus
151.2	malignant neoplasm of pyloric antrum
151.3	malignant neoplasm of fundus of stomach
151.4	malignant neoplasm of body of stomach
151.5	malignant neoplasm of lesser curvature of stomach, unspecified
151.6	malignant neoplasm of greater curvature of stomach, unspecified
151.8	malignant neoplasm of other specified sites of stomach
151.9	malignant neoplasm of stomach, unspecified site
152.0	malignant neoplasm of duodenum
152.1	malignant neoplasm of jejunum
152.2	malignant neoplasm of ileum
152.8	malignant neoplasm of other specified sites of small intestine
152.9	malignant neoplasm of small intestine, unspecified site
153.0	malignant neoplasm of hepatic flexure
153.1	malignant neoplasm of transverse colon
153.2	malignant neoplasm of descending colon
153.3	malignant neoplasm of sigmoid colon
153.4	malignant neoplasm of cecum
153.5	malignant neoplasm of appendix vermiformis
153.6	malignant neoplasm of ascending colon
153.7	malignant neoplasm of splenic flexure
153.8	malignant neoplasm of other specified sites of large intestine
153.9	malignant neoplasm of colon, unspecified site
154.0	malignant neoplasm of rectosigmoid junction
154.1	malignant neoplasm of rectum
154.2	malignant neoplasm of anal canal
154.3	malignant neoplasm of anus, unspecified site
154.8	malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus
155.0	malignant neoplasm of liver, primary
155.1	malignant neoplasm of intrahepatic bile ducts
155.2	malignant neoplasm of liver, not specified as primary or secondary
156.0	malignant neoplasm of gallbladder
156.1	malignant neoplasm of extrahepatic bile ducts
156.2	malignant neoplasm of ampulla of vater
156.8	malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts
156.9	malignant neoplasm of biliary tract, part unspecified site
157.0	malignant neoplasm of head of pancreas
157.1	malignant neoplasm of body of pancreas
157.2	malignant neoplasm of tail of pancreas
157.3	malignant neoplasm of pancreatic duct
157.4	malignant neoplasm of islets of langerhans
157.8	malignant neoplasm of other specified sites of pancreas
157.9	malignant neoplasm of pancreas, part unspecified
158.0	malignant neoplasm of retroperitoneum
158.8	malignant neoplasm of specified parts of peritoneum
158.9	malignant neoplasm of peritoneum, unspecified
159.8	malignant neoplasm of other sites of digestive system and intra-abdominal organs
159.9	malignant neoplasm of ill-defined sites within the digestive organs and peritoneum
160.2	malignant neoplasm of maxillary sinus
160.3	malignant neoplasm of ethmoidal sinus
160.8	malignant neoplasm of other accessory sinuses
160.9	malignant neoplasm of accessory sinus, unspecified
161.0	malignant neoplasm of glottis
161.1	malignant neoplasm of supraglottis
161.2	malignant neoplasm of subglottis
161.3	malignant neoplasm of laryngeal cartilages
161.8	malignant neoplasm of other specified sites of larynx
161.9	malignant neoplasm of larynx, unspecified
162.0	malignant neoplasm of trachea
162.2	malignant neoplasm of main bronchus
162.3	malignant neoplasm of upper lobe, bronchus or lung
162.4	malignant neoplasm of middle lobe, bronchus or lung
162.5	malignant neoplasm of lower lobe, bronchus or lung
162.8	malignant neoplasm of other parts of bronchus or lung
162.9	malignant neoplasm of bronchus and lung, unspecified
163.0	malignant neoplasm of parietal pleura
163.8	malignant neoplasm of other specified sites of pleura
163.9	malignant neoplasm of pleura, unspecified
164.0	malignant neoplasm of thymus
164.1	malignant neoplasm of heart
164.2	malignant neoplasm of anterior mediastinum
164.3	malignant neoplasm of posterior mediastinum
164.8	malignant neoplasm of other parts of mediastinum
164.9	malignant neoplasm of mediastinum, part unspecified
170.0	malignant neoplasm of bones of skull and face, except mandible
170.2	malignant neoplasm of vertebral column, excluding sacrum and coccyx
170.3	malignant neoplasm of ribs, sternum, and clavicle
170.7	malignant neoplasm of long bones of lower limb
171.0	malignant neoplasm of connective and other soft tissue of head, face, and neck
171.2	malignant neoplasm of connective and other soft tissue of upper limb, including shoulder
171.3	malignant neoplasm of connective and other soft tissue of lower limb, including hip
171.4	malignant neoplasm of connective and other soft tissue of thorax
171.5	malignant neoplasm of connective and other soft tissue of abdomen
171.6	malignant neoplasm of connective and other soft tissue of pelvis
171.7	malignant neoplasm of connective and other soft tissue of trunk, unspecified
171.8	malignant neoplasm of other specified sites of connective and other soft tissue
172.0	malignant melanoma of skin of lip
172.3	malignant melanoma of skin of other and unspecified parts of face
172.4	malignant melanoma of skin of scalp and neck
172.5	malignant melanoma of skin of trunk, except scrotum
172.6	malignant melanoma of skin of upper limb, including shoulder
172.7	malignant melanoma of skin of lower limb, including hip
172.8	malignant melanoma of other specified sites of skin
172.9	melanoma of skin, site unspecified
173.0	other malignant neoplasm of skin of lip
173.1	other malignant neoplasm of skin of eyelid, including canthus
173.2	other malignant neoplasm of skin of ear and external auditory canal
173.22	squamous cell carcinoma of skin of ear and external auditory canal
173.3	other malignant neoplasm of skin of other and unspecified parts of face
173.31	basal cell carcinoma of skin of other and unspecified parts of face
173.32	squamous cell carcinoma of skin of other and unspecified parts of face
173.4	other malignant neoplasm of scalp and skin of neck
173.41	basal cell carcinoma of scalp and skin of neck
173.42	squamous cell carcinoma of scalp and skin of neck
173.5	other malignant neoplasm of skin of trunk, except scrotum
173.6	other malignant neoplasm of skin of upper limb, including shoulder
173.7	other malignant neoplasm of skin of lower limb, including hip
173.72	squamous cell carcinoma of skin of lower limb, including hip
173.8	other malignant neoplasm of other specified sites of skin
173.9	other malignant neoplasm of skin, site unspecified
174.3	malignant neoplasm of lower-inner quadrant of female breast
174.4	malignant neoplasm of upper-outer quadrant of female breast
174.5	malignant neoplasm of lower-outer quadrant of female breast
174.8	malignant neoplasm of other specified sites of female breast
174.9	malignant neoplasm of breast (female), unspecified
175.9	malignant neoplasm of other and unspecified sites of male breast
176.0	kaposi's sarcoma, skin
176.1	kaposi's sarcoma, soft tissue
176.3	kaposi's sarcoma, gastrointestinal sites
176.4	kaposi's sarcoma, lung
176.5	kaposi's sarcoma, lymph nodes
176.8	kaposi's sarcoma, other specified sites
176.9	kaposi's sarcoma, unspecified site
179	malignant neoplasm of uterus, part unspecified
180.0	malignant neoplasm of endocervix
180.8	malignant neoplasm of other specified sites of cervix
180.9	malignant neoplasm of cervix uteri, unspecified site
182.0	malignant neoplasm of corpus uteri, except isthmus
183.0	malignant neoplasm of ovary
183.2	malignant neoplasm of fallopian tube
183.8	malignant neoplasm of other specified sites of uterine adnexa
184.0	malignant neoplasm of vagina
184.4	malignant neoplasm of vulva, unspecified site
184.8	malignant neoplasm of other specified sites of female genital organs
185	malignant neoplasm of prostate
186.9	malignant neoplasm of other and unspecified testis
187.4	malignant neoplasm of penis, part unspecified
188.0	malignant neoplasm of trigone of urinary bladder
188.1	malignant neoplasm of dome of urinary bladder
188.2	malignant neoplasm of lateral wall of urinary bladder
188.3	malignant neoplasm of anterior wall of urinary bladder
188.4	malignant neoplasm of posterior wall of urinary bladder
188.5	malignant neoplasm of bladder neck
188.8	malignant neoplasm of other specified sites of bladder
188.9	malignant neoplasm of bladder, part unspecified
189.0	malignant neoplasm of kidney, except pelvis
189.1	malignant neoplasm of renal pelvis
189.2	malignant neoplasm of ureter
189.3	malignant neoplasm of urethra
189.8	malignant neoplasm of other specified sites of urinary organs
190.5	malignant neoplasm of retina
190.6	malignant neoplasm of choroid
191.0	malignant neoplasm of cerebrum, except lobes and ventricles
191.1	malignant neoplasm of frontal lobe
191.2	malignant neoplasm of temporal lobe
191.3	malignant neoplasm of parietal lobe
191.4	malignant neoplasm of occipital lobe
191.5	malignant neoplasm of ventricles
191.6	malignant neoplasm of cerebellum nos
191.7	malignant neoplasm of brain stem
191.8	malignant neoplasm of other parts of brain
191.9	malignant neoplasm of brain, unspecified
192.0	malignant neoplasm of cranial nerves
192.1	malignant neoplasm of cerebral meninges
192.2	malignant neoplasm of spinal cord
193	malignant neoplasm of thyroid gland
194.0	malignant neoplasm of adrenal gland
194.1	malignant neoplasm of parathyroid gland
194.3	malignant neoplasm of pituitary gland and craniopharyngeal duct
194.5	malignant neoplasm of carotid body
195.0	malignant neoplasm of head, face, and neck
195.1	malignant neoplasm of thorax
195.2	malignant neoplasm of abdomen
195.3	malignant neoplasm of pelvis
195.8	malignant neoplasm of other specified sites
196.0	secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck
196.1	secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
196.2	secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
196.3	secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
196.5	secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
196.6	secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
196.8	secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
196.9	secondary and unspecified malignant neoplasm of lymph nodes, site unspecified
197.0	secondary malignant neoplasm of lung
197.1	secondary malignant neoplasm of mediastinum
197.2	secondary malignant neoplasm of pleura
197.3	secondary malignant neoplasm of other respiratory organs
197.4	secondary malignant neoplasm of small intestine including duodenum
197.5	secondary malignant neoplasm of large intestine and rectum
197.6	secondary malignant neoplasm of retroperitoneum and peritoneum
197.7	malignant neoplasm of liver, secondary
197.8	secondary malignant neoplasm of other digestive organs and spleen
198.0	secondary malignant neoplasm of kidney
198.1	secondary malignant neoplasm of other urinary organs
198.2	secondary malignant neoplasm of skin
198.3	secondary malignant neoplasm of brain and spinal cord
198.4	secondary malignant neoplasm of other parts of nervous system
198.5	secondary malignant neoplasm of bone and bone marrow
198.6	secondary malignant neoplasm of ovary
198.7	secondary malignant neoplasm of adrenal gland
198.81	secondary malignant neoplasm of breast
198.82	secondary malignant neoplasm of genital organs
198.89	secondary malignant neoplasm of other specified sites
199.0	disseminated malignant neoplasm without specification of site
199.1	other malignant neoplasm without specification of site
200.00	reticulosarcoma, unspecified site, extranodal and solid organ sites
200.01	reticulosarcoma, lymph nodes of head, face, and neck
200.02	reticulosarcoma, intrathoracic lymph nodes
200.03	reticulosarcoma, intra-abdominal lymph nodes
200.05	reticulosarcoma, lymph nodes of inguinal region and lower limb
200.08	reticulosarcoma, lymph nodes of multiple sites
200.10	lymphosarcoma, unspecified site, extranodal and solid organ sites
200.11	lymphosarcoma, lymph nodes of head, face, and neck
200.18	lymphosarcoma, lymph nodes of multiple sites
200.20	burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites
200.21	burkitt's tumor or lymphoma, lymph nodes of head, face, and neck
200.22	burkitt's tumor or lymphoma, intrathoracic lymph nodes
200.23	burkitt's tumor or lymphoma, intra-abdominal lymph nodes
200.24	burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb
200.28	burkitt's tumor or lymphoma, lymph nodes of multiple sites
200.30	marginal zone lymphoma, unspecified site, extranodal and solid organ sites
200.33	marginal zone lymphoma, intraabdominal lymph nodes
200.37	marginal zone lymphoma, spleen
200.40	mantle cell lymphoma, unspecified site, extranodal and solid organ sites
200.42	mantle cell lymphoma, intrathoracic lymph nodes
200.47	mantle cell lymphoma, spleen
200.48	mantle cell lymphoma, lymph nodes of multiple sites
200.50	primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites
200.60	anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites
200.70	large cell lymphoma, unspecified site, extranodal and solid organ sites
200.71	large cell lymphoma, lymph nodes of head, face, and neck
200.78	large cell lymphoma, lymph nodes of multiple sites
200.80	other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites
201.48	hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites
201.50	hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites
201.52	hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes
201.58	hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites
201.90	hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites
201.91	hodgkin's disease, unspecified type, lymph nodes of head, face, and neck
201.92	hodgkin's disease, unspecified type, intrathoracic lymph nodes
201.98	hodgkin's disease, unspecified type, lymph nodes of multiple sites
202.00	nodular lymphoma, unspecified site, extranodal and solid organ sites
202.01	nodular lymphoma, lymph nodes of head, face, and neck
202.03	nodular lymphoma, intra-abdominal lymph nodes
202.05	nodular lymphoma, lymph nodes of inguinal region and lower limb
202.06	nodular lymphoma, intrapelvic lymph nodes
202.08	nodular lymphoma, lymph nodes of multiple sites
202.10	mycosis fungoides, unspecified site, extranodal and solid organ sites
202.11	mycosis fungoides, lymph nodes of head, face, and neck
202.12	mycosis fungoides, intrathoracic lymph nodes
202.13	mycosis fungoides, intra-abdominal lymph nodes
202.18	mycosis fungoides, lymph nodes of multiple sites
202.20	sezary's disease, unspecified site, extranodal and solid organ sites
202.40	leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites
202.43	leukemic reticuloendotheliosis, intra-abdominal lymph nodes
202.52	letterer-siwe disease, intrathoracic lymph nodes
202.60	malignant mast cell tumors, unspecified site, extranodal and solid organ sites
202.70	peripheral t cell lymphoma, unspecified site, extranodal and solid organ sites
202.78	peripheral t cell lymphoma, lymph nodes of multiple sites
202.80	other malignant lymphomas, unspecified site, extranodal and solid organ sites
